"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007601","visual perception","17/468","139/16864",0.122302158273381,4.40705896821005,6.81436479245982,3.12605652622325e-07,0.000832869643217264,0.000821414958317098,"Cacnb2/Spata7/Cln6/Rrh/Arr3/Cabp4/Slc24a1/Pde6h/Lrit3/Tulp1/Pde6b/Gnat2/Nxnl2/Vsx2/Prph2/Grk1/Cnga3",17
"GO:0050953","sensory perception of light stimulus","17/468","143/16864",0.118881118881119,4.2837845914769,6.66243442792416,4.71080114941891e-07,0.000832869643217264,0.000821414958317098,"Cacnb2/Spata7/Cln6/Rrh/Arr3/Cabp4/Slc24a1/Pde6h/Lrit3/Tulp1/Pde6b/Gnat2/Nxnl2/Vsx2/Prph2/Grk1/Cnga3",17
"GO:0009583","detection of light stimulus","9/468","47/16864",0.191489361702128,6.90016366612111,6.84321393709705,4.82371469510468e-06,0.00568555172063006,0.0056073567666252,"Slc24a4/Rrh/Cabp4/Aipl1/Tulp1/Pde6b/Gnat2/Prph2/Grk1",9
"GO:0007602","phototransduction","6/468","25/16864",0.24,8.64820512820513,6.46536093766114,5.00061563556258e-05,0.0442054422183732,0.0435974726332074,"Slc24a4/Rrh/Cabp4/Aipl1/Gnat2/Grk1",6
